return_id,order_id,user_id,sku,return_reason,return_date
0e67f05e-68d2-4be1-8bc3-76d8cd4e9852,8d093bad-e15c-4459-b15a-91c5bc49e662,eefbe32c-408b-4fa2-9745-5be135c9dd7b,SKU-00748,not needed,2022-11-12
979a22e3-882b-4937-963b-5b31d847de9d,ff4ef2b6-bf94-49fd-96ce-b90e3acaafb6,875526e4-157e-45bb-8ad2-173cdc00562f,SKU-00207,didn't match,2024-08-20
eee571cb-62b3-4a63-ac71-9a824e5b8132,6f64d0cc-8700-4a23-a2f2-33d5b62e7c18,f9b4fa68-f151-4498-821f-89f9257cabe6,SKU-00719,too small,2024-09-12
4f1c8b24-60e6-43d3-a708-f25bd76df0d9,af6ff06d-5cc0-4522-8d2e-c829212fb98e,2e4c0648-72f7-4951-80eb-c2d20e20bd33,SKU-00580,delayed,2024-09-17
553f89e2-bd64-4a6b-b0e9-dc7862224b95,09200915-4dfe-45d9-8b7e-ca0118a361a9,f8a5da8c-6f1f-4d1c-a63f-9c0964ac1466,SKU-00971,delayed,2022-11-05
0c749b95-0886-443f-8686-fddc10371869,34eddc8f-5eea-4e54-b1dc-306e0c3ff26f,416cf1d2-9ad2-4ef7-973f-01f9c29ca684,SKU-00134,too small,2025-03-26
86b72d9b-e5e3-4422-9422-33c9dee3d99a,a6796b86-8b22-4ebd-af13-b10ac4ae734e,1262c229-74cc-43d4-8ccd-d80fcb5322c3,SKU-00823,not needed,2025-07-23
8ae06337-b0a0-4408-ad27-737310be4208,96da7c5b-302c-486a-9634-cd4e729fac64,e5ebe63c-78d7-4774-a6c9-36594d208699,SKU-00851,too small,2022-10-12
47bf66d9-cfbc-41c7-aa81-af40b882958c,26987940-cae0-4fc4-951a-e253051c9760,a8774f9f-1e5d-42be-85ca-28a0636d52ab,SKU-00385,too small,2023-02-01
9f71b5f2-7f6d-4cd5-aa63-185c86228c2a,a112d24d-b2a9-484d-b87b-aef0e7922c2a,6b439e0d-48c5-47c0-8fb2-0be90811ddbc,SKU-00048,wrong size,2024-07-28
234bc49d-f189-4eeb-8de8-d85e78c804bf,93969f24-c10b-417c-b3a9-fb9e22d04757,f3069638-eca5-4cb2-ae9f-eb10ad431e68,SKU-00679,wrong size,2022-05-20
4f1958e4-b9d9-47b3-80fb-88a498378c0e,42cc5e7d-3c74-4771-9c0a-79269caa4956,24d3231a-76d8-4b6f-b343-018ff00d4dad,SKU-00214,didn't match,2024-11-05
b76dd1f3-28b1-47e4-b0f0-4334c982eee1,7217250c-d133-495d-978d-ec48056cb0ee,d5579c41-3963-4ce8-9d17-1ff749aaf5b5,SKU-00781,wrong item,2025-03-07
e874b336-7cb2-470d-9caf-57ffbd3cef60,c5dc676d-4226-444d-8996-ed9b8c87c480,e90a7b65-e8d5-4963-8cf7-a4ef38d5065b,SKU-00890,didn't match,2024-05-11
92b587d5-c629-4795-976a-ab064282e940,c4bb08f3-5c93-4151-9d94-a0908b500d7f,d17fa5aa-e245-4788-bad2-077cb20b4581,SKU-00782,not needed,2025-06-21
15e5ca21-9ad3-467b-8c72-e045f26df054,2e6e623c-9581-4c5b-8e9d-f70c856ee06c,b6795980-596b-4719-a4c6-64c8ca696474,SKU-00003,delayed,2024-10-11
237d381b-1447-498c-a647-010e3eec5585,fe9643e5-3252-421e-8677-aa82b734b35f,c5a2392d-7570-44b1-ac73-33134d8c8fcf,SKU-00749,delayed,2024-07-25
43cc8726-e203-47f0-9a8a-7e5fa4697d0c,47e49e0a-c769-4a55-870a-25814f41c70d,f55c8639-6702-4d20-9873-9a9c2d5ae98e,SKU-00951,not needed,2024-01-22
a9b28317-f5da-4226-bf62-359082f31f3d,f895f5e3-c907-4b2e-a5bf-abcebec829b5,5936f9aa-322b-4f31-a59a-759b52bab472,SKU-00429,,2025-06-18
f17194a1-c3b2-42c2-b8e9-3f6883a18f2b,d09d154e-8226-430c-ad34-5d63790e2453,bce960fd-ce3c-41a4-a106-827f6e162d06,SKU-00086,didn't match,2025-02-03
3dcba5e8-b631-4059-94a2-74dc755cf78e,96a7f4b5-c8ff-4d76-a047-a40f00a10096,69538642-6648-40b5-b098-df915dae48fd,SKU-00121,too small,2025-04-16
080fe28d-af74-4d70-bbda-a9275f170344,b59d8f9f-f11b-4de8-bc99-e34f39eb7614,aec2b29b-683d-4f54-b806-a85c883ac457,SKU-00872,changed mind,2024-06-15
489bf7f1-c433-4103-8371-a87c09e2da93,b0d42ff7-73f9-4e0a-9376-1ceedad309cd,f82a483b-fe9b-4b8e-be44-b51ae909de02,SKU-00082,delayed,2021-06-27
515e69f4-162d-4eb4-99d5-248d6a6db32b,aef15b63-31a8-4fcd-a123-fe4f58b1014a,ae4b486e-845f-440d-942c-e00d9dfb4359,SKU-00786,too small,2024-08-26
2f16a0c3-3b61-42b4-bd79-64bce3a92d5a,40f1dfb4-2771-45db-86a3-eae9051d1b4d,06f33fc1-ea98-4220-bb5a-797e50d79bac,SKU-00693,didn't match,2024-01-27
c1c93dec-7ad5-420c-aa3b-ea726c949fcd,d56db370-c962-4aa5-b646-bac98fcf783f,92dd0aac-376b-49b7-9a07-ca90a457b571,SKU-00283,delayed,2024-12-11
aa5a9fd8-7a0d-49a8-bee3-4edab5164816,beb5ccec-323a-4f64-89c9-259c7760ba2b,7d65b0e4-8c70-41d1-b233-b5da6cf55071,SKU-00639,didn't match,2024-04-14
cf9b2e8a-f23a-4b47-98c5-eab8ee6d5304,d67f2b1c-641f-4461-a965-5b66f928a8b0,94efd7b6-39c6-42ba-825c-52900dc97bad,SKU-00293,too small,2025-07-06
364cf853-8bfa-4b12-9c98-d2c7a157b52c,5180d58f-3c01-43c0-9c09-a78ff39b240c,0b4d0a63-1f24-4196-898b-9e5bca32d773,SKU-00890,delayed,2022-03-27
510d5b0e-cbd5-433c-80fd-aec9777f71c3,8ceb8944-153d-4dbf-b848-4f3144478eba,6fe7aa44-efe4-4dee-9315-52e5a1dcfe70,SKU-00970,didn't work,2023-06-10
efe14a01-eb37-40f3-b446-c5db3d6982b1,bf42fdff-5388-4ad6-8904-bf52c8700d50,ebd3ec34-d53a-4da3-b5a0-cc74be70a1ee,SKU-00972,wrong size,2025-07-22
151b6edc-94e1-4633-96a3-4b4d63ea9515,06bb5acf-779a-4508-a227-22f865795652,800f7253-5501-42e0-ba69-a5bb6481ebc8,SKU-00391,wrong item,2024-10-22
f17feb89-fa88-432a-a313-ddc59032f252,699481fe-5644-48cd-bed1-706681e63ed1,85238f2a-30bc-43b1-92bc-d5146b706290,SKU-00693,not needed,2025-04-28
e774e00b-22a7-4c55-9cd8-b4254274bd52,4647a1a3-daa3-45f9-92ff-503825ee0ab2,16cbb16b-4011-4eb7-8e7e-58ecdd3c38f8,SKU-00250,changed mind,2022-07-10
93bcac2a-d3db-4ce7-a7a8-b7be56c51988,f8a9e474-a590-4df4-b0f9-a36d3602bcf9,9ed1e058-22bf-4391-aeaf-97b96b51781c,SKU-00446,didn't match,2021-09-13
fe5a788d-74ff-456f-a67b-cf8fa6792f84,12829b12-22ae-4dd1-a8a2-988c48d17eee,d99dc087-585c-4419-8f24-2e8b7c533922,SKU-00714,too small,2023-08-06
801e84db-dc71-4896-9eb8-dae1d26ae3c1,a9feb50e-ac88-4999-a397-cb55ae3d0cd2,bfdafd11-1e9e-4d60-a2cc-d452619845e6,SKU-00840,too small,2024-08-21
f810e0d0-4990-4904-a972-01a04b90d069,238de83d-4050-427d-a68c-7f3dd1422e41,0f040788-800e-4972-8cf4-e5cde1ea1d2b,SKU-00897,too small,2024-02-16
66446a70-6f96-4571-b194-ead8772a548d,6a22be3d-1f2c-476f-8946-5752d0ded031,301d2efa-f276-4210-bca2-deea854690a7,SKU-00473,changed mind,2023-03-30
f4041da9-3a84-4c31-b8d3-8e5c6b022a63,9a0eb443-d37b-405c-b55e-4cac56bb9b78,ba9ae0de-e9df-4ead-9771-bd10033cb5f8,SKU-00434,not needed,2024-10-21
40af6abb-50b4-442f-955b-e8dc0058dcf4,352ef907-149f-4c9f-8fad-d1ab368d682c,8037ae83-7194-4269-ab66-c4d13eaca3f1,SKU-00832,didn't match,2023-04-08
aa4d862d-7414-420d-b42f-ecdcab4dcb5e,ba33a5de-09ad-4cec-9ba7-5fda75230082,1a6aa3b6-87c5-4255-96b6-ab4bdbaed204,SKU-00766,too small,2022-12-02
388593b8-0e56-486a-916c-dcb883df812d,2b280c79-8e72-497c-93cf-881257510a2a,99080bc5-4e20-4a87-9da1-41166c3273a1,SKU-00731,delayed,2024-07-16
ddbf03c6-77b8-45a7-b3b2-84132b282d59,e372b821-e94f-4d04-89ee-bfb112e7471b,2e6a26b2-7511-4d63-a5e5-0372b7213462,SKU-00778,wrong size,2025-05-07
bde4d02d-42f8-4d88-b1d0-cdb93bd0e198,32ad1770-cd17-4a09-9262-61502b57cba1,b81f67bc-fb7d-4d03-89ad-2d1c33b33ff7,SKU-00788,not needed,2025-03-08
79e909e9-1bbc-4b52-b9dd-217076a17734,caacf8dc-e912-488e-bdcc-9f5f1c972356,7103f027-bd2d-47d3-bb62-2075760c2698,SKU-00169,no reason,2025-05-08
0892ee5c-3d29-428e-b84d-c6a76de2f232,45a8eae6-4d7e-404e-a9a7-f053de98b8c6,f4eaea2b-1f90-4565-8e18-b6e9abbb4190,SKU-00192,not needed,2025-06-08
3d4f8189-7ccf-4ac5-bed6-a4a18c933fb8,3f71b892-57f2-4b93-94e9-12024f9622ac,ebf3494d-fa2e-490f-8290-dcb4eb838e11,SKU-00185,,2025-01-04
e2ef4cc3-ef01-473a-ba4b-bdef44bd1d4e,da436eae-120a-4f85-8564-fa7440800e31,9d47d1ce-c6c1-49cb-a5ea-3c64f878fdaa,SKU-00944,didn't work,2025-03-21
4ecacb09-a058-4d8f-b4dc-eb7160247e0b,11ea5548-23d2-4c02-8c43-edfc196ffd85,cedca0e1-c3d1-4d38-91b2-3dc2178b0123,SKU-00153,changed mind,2024-07-22
290a904b-6fe9-465e-82b8-58b4a18a9298,c9b874ef-dde0-44da-8b9a-f4ac79e3e9f7,234579c2-3463-41e5-a2c7-e9071e42fe7a,SKU-00683,not needed,2025-05-19
08349a71-9b78-495e-9ce6-4cd6876ab681,976056e9-c95e-44d2-81d9-5b2c9c9f4eb9,198b1946-4c2f-4966-8c95-0e21aa9f47b0,SKU-00371,wrong size,2024-03-16
d6eb88b0-ede9-4c1c-bc39-25ee9fafa524,3f7372ba-ce08-40a1-9842-96ff2906ed80,68625839-32c0-47fd-9160-b78427a793da,SKU-00434,delayed,2024-01-12
3fad7d68-2e98-4701-aa21-dbfcc99673c7,3b4fbccd-12b7-4cb0-9db5-29514f7f701a,2df090ec-cf46-4713-bf97-34ec52f8c00d,SKU-00668,not needed,2025-07-13
c5d4a229-0fd4-42bf-b843-8389f91982a3,b3a242a1-16a4-4e33-8319-a186031fd087,3858a782-d64f-49ff-909f-8cb5799e9ccf,SKU-00128,changed mind,2023-04-28
6a250414-f17a-4304-a556-8ff2458ea06d,b16d0e73-4d49-4136-a8c5-045a1a44c2cc,72f0e9f2-b6fa-4f82-8927-1d1b8efa4aba,SKU-00330,delayed,2024-10-14
c98be529-43c4-42b0-b4a8-0d2382c5d434,3740ea72-3711-44b7-b46c-aac3bb29d3a0,e8e02c6a-b89f-4e91-9a86-441fa5a1b3b1,SKU-00481,not needed,2024-08-22
68a711a0-c01c-4445-8a0f-eef8d58f787a,d8ac5095-9880-4a32-9138-917160becb8d,4369453e-06a8-4fb4-ba0d-3659b6f1b43b,SKU-00513,changed mind,2024-12-04
08205d93-5394-4360-9bde-d5b9b89dbe42,c9b249af-4bfb-4029-bfb7-e474da09d45e,1fdc3383-1cab-4276-91db-bf6280b03e33,SKU-00371,didn't match,2022-09-18
d45cb27d-0f7a-4099-be1e-181715097915,ba66a9ec-df93-4e32-a65e-c14c03521a2b,3b5cc40a-389b-45df-a044-8a29a1096425,SKU-00667, hate it,2025-06-08
3f30aa7d-8a6c-422a-bb3e-7bd8d61ee4a5,2adee26d-7be2-4f24-82c6-6614589454e8,051de181-4c80-424d-ba09-a1de9c83977b,SKU-00193,delayed,2023-11-20
0408a54d-a8ee-4330-82d1-d4e1ba9d0509,928bb1f9-25e5-403c-8963-d35b50a522b8,46ffe01a-7ce2-4259-8ebf-cc705e493b1c,SKU-00562,too small,2025-03-05
e4337e8e-524f-4f3b-8767-83cbb8678151,e77a6f24-8fae-40ae-bc70-a07e365ec358,1691b421-191e-43eb-981c-e715c2a2e58d,SKU-00972,not needed,2025-06-01
e2ebd05d-4ae3-4754-9a18-48d8d4a225d3,1af3eba9-b135-4616-af4e-4b52d14ce467,58f5de5b-daf7-46e8-b840-fa57f972aff9,SKU-00022,too small,2025-04-25
6b8da5f7-a9b8-4e63-aade-51c5a716bdfb,11751458-7824-4300-8970-8d331ea00dd7,d1937a0e-e847-448b-a2d8-365bd645f257,SKU-00885,wrong size,2022-12-29
99266be0-66af-4c73-ae09-8a538cd52d33,03fb3444-9eba-45e2-8ffd-ea09ae0c55c6,1d5687e0-772b-463f-af28-49bb88b9392f,SKU-00786,not needed,2025-07-13
eae00bd8-f488-4e68-96ba-bb3cd12a6944,ac70a932-8fc7-4759-9696-f96f4cd2a98a,f9b4fa68-f151-4498-821f-89f9257cabe6,SKU-00435,not needed,2025-07-20
7ea53b51-6a12-4c6e-8828-1d34d43fb82a,763710cc-dd53-4d13-8270-4ca68fb3ec6a,f934fc7c-115f-419b-9856-67dad950104e,SKU-00226,didn't match,2022-10-08
4b4d9f77-0516-49e0-ae9b-ab5c256e372e,a55161ae-5a39-476a-bba3-999feb3c003b,efa344fd-05fd-44df-bd51-f4b59f14abdf,SKU-00856,too small,2023-06-09
ce1ea5d9-32bd-4145-8c33-372c69f1931a,630bce0a-1824-44be-b01a-4e7a7e21e281,e84d982e-5c88-412e-801d-0a4565316519,SKU-00668,changed mind,2025-05-01
ef16f3f3-089e-4bbd-ae9f-6dc3937ad150,1573391c-886f-4c07-82dc-a6e9bf075e2d,56ef8447-ac71-4b11-a3ae-a6581298037d,SKU-00886, hate it,2024-12-09
356403e7-ab3c-4849-8bf0-7bad3890225e,02c7a586-c453-49f8-8d27-f399feef275e,f40a9e1b-0e2f-4030-bffa-0ee09e029a5f,SKU-00970,didn't match,2024-09-17
d8ac7195-59db-4c6b-83e0-e44b069e2177,20472a05-29f6-40d1-bd87-8c3d2ef96e55,3eb0d5cc-b94d-46ac-b72a-9a75eef157d5,SKU-00247,too small,2022-05-13
166b3aa1-0075-44ad-bbbc-b3a72484d6ed,1bc6d9c9-edbe-4cc0-bf3f-6ca98b00a514,11700ca0-dbcc-41c3-bc52-2a56d1c4ff62,SKU-00612,wrong size,2025-06-25
8c5dce4f-5c86-4ccf-921e-0daa7684fb7d,7b59d46f-93e3-4e5d-8537-4710123db398,351097fc-c3db-44c7-bcd9-07bc65644c89,SKU-00460,too small,2024-09-18
82e51e6f-1bc4-4514-9e39-7afd1abf12ee,edac7217-b240-4a6c-b0e1-79dcf95d0e45,b386641b-46ec-4c0e-bf1e-ea90712395ef,SKU-00813,didn't match,2025-03-06
186a3799-1825-42b4-aa2f-d4881d23055c,e4d1b5d8-a8ec-4b27-ad6a-396d4060e6c4,2854ef8a-b443-4294-9dc7-4808ad760e32,SKU-00129,didn't match,2024-04-11
350063af-b457-4403-941a-1f2798eff267,77369c5b-68ba-4466-bfcd-bb76796f1fdb,94e9986e-c6fd-4d42-960b-dfc98c2229e2,SKU-00941,wrong size,2025-01-21
c5be42ca-6df0-4ae7-88fd-a4191c5426e3,94200710-2a28-4e51-a89f-428ef65632f9,6e6a06ed-a3b9-4b3d-a121-214212b1dd38,SKU-00350,didn't match,2024-07-17
3e14783c-d09d-4250-8402-27bef0508bcd,2915ff9c-81a3-47fa-a0cc-72f74b2f9037,d08cc2af-f746-4907-b947-b56cbff8d96b,SKU-00417,changed mind,2025-04-02
5eb25f8a-48d8-4152-aabb-657a97eb955e,3b3c7325-755b-49e3-969a-3025b8e34120,f130db3d-9700-45fc-b801-fe9a0ef7b062,SKU-00132,too small,2024-05-20
13c49a52-9845-4808-a1f1-393570caad82,3ecd6176-8224-4deb-99d2-689252c76af8,027e898b-6c2f-44ab-8861-c7f71808a1ce,SKU-00447,delayed,2024-07-28
83a94f0f-9751-4f99-8c38-af1cc1f5f4d9,99c20549-7414-40f7-8e49-fa11b70a188e,01c0a18d-1661-44b8-bd2c-d02765d06a9f,SKU-00537,didn't match,2022-07-18
eb111ee8-1060-4fd4-a304-67b5be6f4c33,5e1abe86-619f-41ca-8556-53741ae05659,af227e26-61a4-42a7-90b1-69a536d4a7ee,SKU-00171,didn't match,2025-07-31
67e2c364-1e6f-429f-892d-06bbc4bf5cd9,7f7d740d-cd80-445a-a38f-13e29795bc44,bc7ca386-26b4-401a-b626-bc4fc6451448,SKU-00839,delayed,2025-07-19
30593c60-4750-4423-b9f5-ade5f064c252,14c06d1b-9b27-47ba-8121-916ffe0e5042,f7875f51-947c-4596-88d8-ce4ace9a8004,SKU-00326,too small,2023-10-18
21b938c3-c049-4ea8-a0d4-983cfc0de6a5,8a9feea3-842f-4dba-a79e-47494ab4226f,1f5a6832-d632-4ff2-92b8-ad32acc8e442,SKU-00674,too small,2022-04-03
fda6bcfa-58b5-4611-8cc8-2364851b52fe,f4a6c42a-8b4c-49e1-b809-c111debf191a,669d3f06-9143-4a3c-b57b-eaded6195422,SKU-00403,too small,2024-08-02
813262fb-da5d-438e-bcf4-5a989c221f91,6792b2e9-c850-4d81-98a9-cc4e123bd33b,52da02ce-ac72-4276-973b-7195f779fa5d,SKU-00370,wrong size,2024-11-15
b47bcc3c-4ba9-4f37-b465-b62b790cc7d0,3d6f27e2-be05-43d4-a8d4-671e730d4e3d,8fd36c46-0581-4077-8717-72a5b1130b34,SKU-00747,not needed,2025-01-19
f45cda4a-b70f-4686-88da-518d92837532,05ce0ce2-d0f9-492d-b7c1-ea30664cf52c,dfdefa30-0c57-4cc0-a5dc-2084b27b4e50,SKU-00175,not needed,2024-08-24
c36e9055-4a7a-4fd4-bc54-22b26e1b74ad,a9329a56-4582-45e0-a29c-ecbb6e47af55,0b26c959-8a09-451f-b234-14fd9a8c5a77,SKU-00203,delayed,2025-07-22
e5ccecac-32a5-47fa-9692-ec58369f9a7c,b2dfa57e-265e-4185-b2e1-0d60f61da229,fd520697-c9d1-49bf-bed1-d60b6254d6f1,SKU-00127,changed mind,2025-03-19
e30e7c5a-ec13-42b3-bfc0-53d2ad14b65c,3d42f8bb-aa47-4a6d-9cb2-f781203c0e88,8b476da9-7fd4-4e78-8f2c-4ec823999e4c,SKU-00935,wrong size,2023-07-19
a064fef0-df5d-4f79-b779-c6dcc9830350,b3b979f6-9350-4e6f-912f-98a8157ecfe9,270014f3-3b57-4c05-838c-2832b9f9ef04,SKU-00820,too small,2025-02-24
b9f05bd8-dcfd-47c7-9b6d-d5e9844546da,751b55de-0b45-4535-964e-acf082e36d2c,c4f8f672-69a3-4765-b780-2517845fdfd6,SKU-00954,not needed,2025-01-24
cab9d28d-25b7-4718-993a-e9b884ec509a,2dfc362a-08bf-4669-91d7-de304fb8f9ef,561c7689-6c29-482d-920a-a30afa6ff80a,SKU-00396,too small,2024-08-19
450db0ae-1b87-497f-924a-ba03345f7d72,2756467a-122b-4ea9-bb2f-db15e1d72024,5aa126be-7445-4885-ace0-acb546ead0fd,SKU-00120,too small,2022-05-19
6f060f88-ba8b-4e76-be02-a663c334490d,9f201943-bb0a-4acd-8d3f-2a86fcd88ff7,01c0a18d-1661-44b8-bd2c-d02765d06a9f,SKU-00852,changed mind,2023-04-23
93a35481-8b5b-4674-8e10-8e9c038f22fd,c95bd77d-417c-4239-b382-b8b6a5357455,e029a389-ba43-4bf6-8c55-86218f9b33eb,SKU-00493,wrong item,2025-07-13
f9abc7ff-6461-4dd4-848f-811c4f33ca06,47ae1ca7-942a-416f-a017-e153aafe2024,b08eefea-093f-46f5-8bbb-a9a728c330c7,SKU-00962,no reason,2025-02-19
c7bdc7c3-6130-44d8-a515-a09ba781c8de,535e1d80-8fea-4942-a3b6-23455808b256,7d402803-ae62-45d0-9b1a-ec584afecd48,SKU-00817,too small,2025-05-19
cc7d2b59-dec4-4e57-86f7-9918e88a0dbd,c6dc5935-7215-4eb7-9b94-1210cfb4a3e0,2a7694d2-00d0-4031-b8e7-bef88c7c48b9,SKU-00752,changed mind,2025-08-09
7c16b00c-441e-48f7-9a46-2f1d5120a02e,4f257298-28cd-4c10-a055-0873910c9da7,68fed17d-ed7d-4021-a379-6060429c650a,SKU-00210,too small,2025-01-24
24cde2b5-4a44-4f11-8d33-00aa0153c99f,0623446b-fa5a-41e5-b502-e353b6931e2c,ad105a47-9c6e-46fc-9e6b-8f25d2347ede,SKU-00809,didn't match,2021-12-27
fbdd4cb1-8708-407d-a4df-1ae1d7a2e3c0,56ca0d4f-2051-43ab-9db6-294e223895a1,a4fdb2a3-a317-47e9-a64b-ed3f5ad0f406,SKU-00960,IDK,2024-07-13
62d6f546-b4de-4d7e-b416-ea662c5fe398,761cb4b2-6221-4b76-b52c-06c377d2ca01,685534db-b952-46d2-a5b0-2507f9323ea3,SKU-00384,didn't match,2024-09-18
f282a50d-965f-4573-9f02-8744aa96478c,9480f0dd-381f-41d4-a2ee-bb90f821a1f8,f2cadb5e-5b63-448b-8f2b-d58ddd45eab4,SKU-00701,too small,2025-07-30
7c3e4476-e6d8-4740-abeb-70474994bc27,a4be89a0-3486-4177-8797-5534fd38fdc2,f9988cb8-76b4-4297-9814-a813dc3e8392,SKU-00978,not needed,2021-04-20
44d8e41a-0d71-45d5-a2fe-cfc4eb4c261d,f36bbc19-3202-4848-8f99-a5cb11760b83,0cbc8f46-7df9-4843-bc51-80844cc7ac2c,SKU-00598,didn't match,2025-01-20
f5e81af1-574e-41d0-9b24-8b1e654d1094,2b3017d3-cda1-4d2c-946a-4a8a6726ff64,0e623f9d-4224-465b-a6b5-fb8d84cc6ba7,SKU-00545,changed mind,2024-03-19
5f5862dc-e977-4fc0-a5e6-8db2396f2ecc,e1ac54db-c50a-4ea2-9dcb-b8e039338cfb,9fa59907-08f8-4602-8ec1-bde593e8232d,SKU-00771,not needed,2025-02-27
1286aa66-b093-47ed-b39a-a2563ca6df25,d0baff50-f736-486c-be0e-8fbf645752fe,7a4e3935-682a-45e0-94eb-9662c3d402c2,SKU-00515,too small,2023-05-08
7d4b4bd1-0b69-43fe-9d06-66596f054e88,b23c7a11-0b1c-41e3-b0f2-7462a66f0095,f695bdbd-9db8-48a5-87a1-4e493a4cdf15,SKU-00221,,2021-12-31
475c2a36-5d4f-4c67-b4f3-6fc98d0462d9,9bebb7bf-ce16-44a9-b997-2e50ad470d39,cb12433b-2b0d-4c99-aff9-d0a839384acd,SKU-00022,delayed,2022-08-01
e547da40-fb38-4eb0-89c0-31f1121e5a69,0023b730-0e82-47ad-a587-39db5077a0a5,19dd8cb5-d7c5-4b1d-8970-ecf093a18f19,SKU-00144,wrong size,2025-01-02
f1b84026-0e2b-44b6-8685-9b29ec79562e,15b250dd-abe1-40b9-9108-f5d778c7c90f,b56099c3-e5de-4541-8818-1528c889556e,SKU-00162,too small,2025-02-08
dddf864f-8fc6-4c94-9634-d9db72b69d7a,d6d11c36-c1a5-47ef-96dd-3890b1487549,ceca3211-e7ee-4e27-9cac-172312114e55,SKU-00018,not needed,2023-08-07
2c10f798-eeee-4cc1-adec-62f726c8c81f,6a9630d2-c4f0-41dd-b7f4-72d5e738af34,8972f51a-5b2d-4142-8df8-b15f01a883b0,SKU-00709,too small,2023-10-15
5a2c0c3d-9918-4d40-b8bb-792dc9ce789b,58690c2c-fd51-48fd-8065-859e6ec435d6,0100f405-631c-4c58-b660-ddf18eefd8fe,SKU-00767,delayed,2025-02-21
f004152c-b952-4f40-b5b9-72854fa7d770,73e438b1-62b6-4952-b4ce-15696d6c8145,ec7e0da1-0ad7-4eea-9f5c-dac7f33d6d99,SKU-00821,too small,2025-03-01
fc4496fc-4abe-4745-b5cd-877e60b9f5d2,c2b669b1-6f2e-4257-85c6-e0a68141e225,77adf140-7408-4b7d-a7a1-1edfb78195b6,SKU-00786,delayed,2024-12-02
7fda0184-c9be-4555-bb24-853bf95f6330,43ca8037-5920-4dab-9c21-35c0d308af00,6cd76ea7-9400-4aef-ab5b-b02f50bc7ea4,SKU-00271,didn't match,2025-05-18
d79d7086-ee20-4dcb-915e-a37cd8263909,f5e9827a-ece0-40a0-b1b0-fc56bbaef2bc,5af7aa4b-234d-4533-8f95-14bfdccc9f50,SKU-00245,delayed,2025-05-11
b68970dd-be7b-4c0d-9a70-16066fe122e7,9a6187cf-e565-42e8-8754-52d5438a6bac,2540569e-474e-4dc0-b52f-247191a0589d,SKU-00057,not needed,2024-12-10
c0dbabba-ec1a-482c-a184-89f93c9dd415,70e05b1d-4e53-415e-865f-8bb9867476fb,6c666995-f483-4371-bbf0-926f276dc474,SKU-00337,didn't match,2025-04-20
ccfefcc1-c00c-4bf2-8ce7-1eb81d378ec0,ce001242-9166-4dcf-b2ee-a3fc80e19ec3,c7cbe28e-d4de-4783-a580-d90e61dace65,SKU-00113,changed mind,2024-11-24
9a4024a7-07cf-471a-b8ea-7207f95a1309,7d910f39-b098-4df4-b5be-2192f4bc6b4d,cc9bda1a-5612-4a10-926a-ffb6faced0b5,SKU-00955,didn't match,2022-12-25
988a9ccc-629d-4270-bf6a-81a258be287c,3e3c6241-5a27-4b29-a7e2-172434a7c690,850da884-0fe7-48d0-9206-67cd1393dc69,SKU-00216,too small,2025-04-17
b22c76ce-e3e2-400c-bdb7-f5e899b8e761,971758da-6f80-4af6-9b74-f0ec6ef03405,4b8c4663-2063-49d6-aba9-cac47cf2c067,SKU-00289,didn't match,2025-01-01
552409b7-58ad-4c52-bf0d-9004204f24c4,308ca938-9f1d-41dd-9164-cc767dcc27f4,bcd274f4-577d-4a7b-8f69-95ed7b43567e,SKU-00703,didn't match,2024-07-05
fe3bcd0e-a409-4c1d-9ec7-79a50fa122c9,0cca17f0-e073-4e0a-a7ab-884c0c074d39,5cd5752e-f611-4416-b4cd-2d88c98194fa,SKU-00512,too small,2023-01-06
1a350cfb-a695-468f-b96f-76c9f9b0f68b,fd75186c-d55a-4518-a425-1e3541d62fde,c04731b4-19d0-4f9b-a809-00dba05149b1,SKU-00219,changed mind,2023-01-18
f6b35005-0708-4dcc-a77f-76851a88fcf2,70f29054-554b-4bbf-9606-6ebc263a5dc4,2be76580-c03a-4ece-8326-15f3a7ba06dc,SKU-00407,wrong size,2025-03-13
aed76d9f-437c-400e-8531-33d647c60b28,df1f5f0d-0476-47d2-9b2d-df6e24c66fd3,61cb9975-8b47-4d66-b438-8f983510b5d8,SKU-00861,not needed,2024-02-23
d6ff4f90-7519-4ede-ba6e-12188741b794,066fe936-13b4-4c4f-8b1c-07adebcc751c,e7f78200-e5fe-474c-8f53-16474066b1e2,SKU-00046,not needed,2024-01-20
66b17a9a-c3be-4aff-9624-056293d43551,d094dc14-684b-4a82-9237-21207585594d,a9888652-dadf-4722-88a0-183367f21d6b,SKU-00391,not needed,2024-12-18
cf0f6b10-fa7a-4460-a2fb-d32f0e82d66a,ba8caf37-ec6c-4e5c-b47a-50b5ea90b97a,616f1318-69b5-49ae-8b06-f9dfd314d901,SKU-00282,wrong size,2023-01-24
23a3fa74-a5d8-4bdd-92b1-d54a595e4811,0b3c48f3-c56d-48bd-90b2-c8f4da7ef524,221b60e6-de75-4f0d-8e93-de13206f0c47,SKU-00300,didn't match,2024-05-18
40865576-6a23-48f5-9841-dc22e433c8d7,f647cf8a-8811-4a79-9a54-ed4c95ec7efc,c5f03b18-6d1c-4e80-9939-981db46351f1,SKU-00359,wrong size,2025-07-11
